 frequency       AmagdB          Aphdeg         
 2.19514602e+07 -3.03187439e+01 -1.25532323e+02 
 2.32195425e+07 -3.09517361e+01 -1.25889997e+02 
 2.45608788e+07 -3.15743618e+01 -1.26232958e+02 
 2.59797009e+07 -3.21856070e+01 -1.26568760e+02 
 2.74804848e+07 -3.27845878e+01 -1.26905221e+02 
 2.90679654e+07 -3.33705505e+01 -1.27250210e+02 
 3.07471508e+07 -3.39428663e+01 -1.27611436e+02 
 3.25233387e+07 -3.45010198e+01 -1.27996257e+02 
 3.44021326e+07 -3.50445959e+01 -1.28411515e+02 
 3.63894599e+07 -3.55732634e+01 -1.28863397e+02 
 3.84915902e+07 -3.60867579e+01 -1.29357330e+02 
 4.07151555e+07 -3.65848666e+01 -1.29897897e+02 
 4.30671707e+07 -3.70674130e+01 -1.30488787e+02 
 4.55550561e+07 -3.75342453e+01 -1.31132766e+02 
 4.81866605e+07 -3.79852273e+01 -1.31831668e+02 
 5.09702863e+07 -3.84202325e+01 -1.32586400e+02 
 5.39147154e+07 -3.88391411e+01 -1.33396971e+02 
 5.70292370e+07 -3.92418403e+01 -1.34262523e+02 
 6.03236769e+07 -3.96282276e+01 -1.35181378e+02 
 6.38084285e+07 -3.99982153e+01 -1.36151094e+02 
 6.74944857e+07 -4.03517374e+01 -1.37168533e+02 
 7.13934775e+07 -4.06887570e+01 -1.38229932e+02 
 7.55177045e+07 -4.10092748e+01 -1.39330987e+02 
 7.98801781e+07 -4.13133362e+01 -1.40466941e+02 
 8.44946611e+07 -4.16010389e+01 -1.41632680e+02 
 8.93757115e+07 -4.18725380e+01 -1.42822833e+02 
 9.45387283e+07 -4.21280506e+01 -1.44031867e+02 
 1.00000000e+08 -4.23678574e+01 -1.45254194e+02 
